Full_Path, IsValid,X,Y,ROI,Colour_group,N_in_clust,Area,Radius,Hue,Saturation,Rmean,Gmean,Bmean,Rsd,Gsd,Bsd, Comment
"\\.psf\Home\Desktop\ot1-colony-picker-master\2020_cropped.jpg", 1,500,1244.5,1,0,3,89,6,188,141,112.281,199.371,213.899,4.98872,19.1098,16.9832, "2020-03-25 [18:13:13]: no comment"
"\\.psf\Home\Desktop\ot1-colony-picker-master\2020_cropped.jpg", 1,253.5,1243.5,1,0,2,94,6,196,77,108.872,159.606,177.085,8.13731,23.5144,22.5316, "2020-03-25 [18:13:13]: no comment"
"\\.psf\Home\Desktop\ot1-colony-picker-master\2020_cropped.jpg", 1,426.5,1233.5,1,0,2,95,6,184,243,93.6947,240,250.526,6.28966,10.3999,5.95419, "2020-03-25 [18:13:13]: no comment"
"\\.psf\Home\Desktop\ot1-colony-picker-master\2020_cropped.jpg", 1,424.8,1221.9,1,0,2,86,5,182,227,85.9535,239.395,244.547,7.43737,9.49114,9.00531, "2020-03-25 [18:13:13]: no comment"
"\\.psf\Home\Desktop\ot1-colony-picker-master\2020_cropped.jpg", 1,199,1229,1,0,2,93,6,178,144,82.1935,207.355,201.624,6.74411,7.17774,8.33223, "2020-03-25 [18:13:13]: no comment"
"\\.psf\Home\Desktop\ot1-colony-picker-master\2020_cropped.jpg", 1,199,1219.5,1,0,2,83,6,176,143,79.747,206.024,197.843,6.13866,7.0936,7.8027, "2020-03-25 [18:13:13]: no comment"
"\\.psf\Home\Desktop\ot1-colony-picker-master\2020_cropped.jpg", 1,223.75,1222.75,1,0,2,114,7,182,163,91.4474,215.211,219.272,7.49168,8.95654,8.50939, "2020-03-25 [18:13:13]: no comment"
"\\.psf\Home\Desktop\ot1-colony-picker-master\2020_cropped.jpg", 1,216,1218.5,1,0,2,77,5,178,156,87.7662,215.039,208.948,6.34011,6.1382,7.24374, "2020-03-25 [18:13:13]: no comment"
"\\.psf\Home\Desktop\ot1-colony-picker-master\2020_cropped.jpg", 1,686.385,1217.92,1,0,2,147,8,184,213,86.1497,228.844,240.109,8.72957,9.64469,9.6788, "2020-03-25 [18:13:13]: no comment"
"\\.psf\Home\Desktop\ot1-colony-picker-master\2020_cropped.jpg", 1,674,1216.5,1,0,2,89,6,182,209,84.5843,232.438,238.011,7.82331,7.97178,8.64595, "2020-03-25 [18:13:13]: no comment"
"\\.psf\Home\Desktop\ot1-colony-picker-master\2020_cropped.jpg", 1,263.382,1216.53,1,0,3,22,4,200,124,105.182,169.773,203.273,3.75741,18.1091,16.6704, "2020-03-25 [18:13:13]: no comment"
"\\.psf\Home\Desktop\ot1-colony-picker-master\2020_cropped.jpg", 1,262,1211,1,0,3,38,5,196,137,106.263,181.526,210.474,4.12616,19.6657,14.2719, "2020-03-25 [18:13:13]: no comment"
"\\.psf\Home\Desktop\ot1-colony-picker-master\2020_cropped.jpg", 1,439.5,1220,1,0,2,121,7,184,240,93.9669,239.769,249.818,6.13606,10.2565,5.41448, "2020-03-25 [18:13:13]: no comment"
"\\.psf\Home\Desktop\ot1-colony-picker-master\2020_cropped.jpg", 1,435.5,1208.5,1,0,2,126,7,180,229,90.0873,244.627,246.008,6.09126,7.84376,6.38, "2020-03-25 [18:13:13]: no comment"
"\\.psf\Home\Desktop\ot1-colony-picker-master\2020_cropped.jpg", 1,891.962,1211.31,1,0,2,108,6,178,146,85.5741,208.759,205.833,6.13738,8.72666,7.87925, "2020-03-25 [18:13:13]: no comment"
"\\.psf\Home\Desktop\ot1-colony-picker-master\2020_cropped.jpg", 1,884,1200,1,0,2,50,5,178,154,87.82,214.32,207.54,5.05803,6.48613,7.14234, "2020-03-25 [18:13:13]: no comment"
"\\.psf\Home\Desktop\ot1-colony-picker-master\2020_cropped.jpg", 1,702,1209.5,1,0,2,255,10,180,207,91.2392,237.51,235.741,9.62336,11.0917,9.56828, "2020-03-25 [18:13:13]: no comment"
"\\.psf\Home\Desktop\ot1-colony-picker-master\2020_cropped.jpg", 1,716,1193.5,1,0,2,176,8,180,204,93.5625,236.841,235.665,8.72662,11.0027,11.3532, "2020-03-25 [18:13:13]: no comment"
"\\.psf\Home\Desktop\ot1-colony-picker-master\2020_cropped.jpg", 1,431,1186,1,0,2,119,7,184,234,90.2017,239.739,247.866,6.89485,10.2177,7.08749, "2020-03-25 [18:13:13]: no comment"
"\\.psf\Home\Desktop\ot1-colony-picker-master\2020_cropped.jpg", 1,420.5,1184,1,0,2,52,5,184,216,84.1538,229.981,241.481,5.28945,5.98648,6.05543, "2020-03-25 [18:13:13]: no comment"
"\\.psf\Home\Desktop\ot1-colony-picker-master\2020_cropped.jpg", 1,170.75,1192.75,1,0,2,83,5,178,128,74.8434,195.072,192.205,4.43435,6.93901,5.08276, "2020-03-25 [18:13:13]: no comment"
"\\.psf\Home\Desktop\ot1-colony-picker-master\2020_cropped.jpg", 1,174.5,1180.5,1,0,2,43,4,178,127,76.2093,195.233,192.279,3.91395,4.79619,4.8599, "2020-03-25 [18:13:13]: no comment"
"\\.psf\Home\Desktop\ot1-colony-picker-master\2020_cropped.jpg", 1,359.5,1182.5,1,0,2,152,7,182,219,94.9539,238.941,242.789,7.66228,8.63065,9.03498, "2020-03-25 [18:13:13]: no comment"
"\\.psf\Home\Desktop\ot1-colony-picker-master\2020_cropped.jpg", 1,370,1178.5,1,0,2,143,7,184,228,94.021,237,246.084,7.84644,10.8719,7.32068, "2020-03-25 [18:13:13]: no comment"
"\\.psf\Home\Desktop\ot1-colony-picker-master\2020_cropped.jpg", 1,204,1176.5,1,0,2,89,6,182,161,86,213.011,216.539,5.38332,8.24607,7.57037, "2020-03-25 [18:13:13]: no comment"
"\\.psf\Home\Desktop\ot1-colony-picker-master\2020_cropped.jpg", 1,180.811,1161.36,1,0,2,39,4,182,132,76.3077,195.179,197.795,3.52326,4.22547,3.36621, "2020-03-25 [18:13:13]: no comment"
"\\.psf\Home\Desktop\ot1-colony-picker-master\2020_cropped.jpg", 1,180,1156.5,1,0,2,32,4,180,130,75.75,195.563,197.125,4.13249,3.98891,3.75851, "2020-03-25 [18:13:13]: no comment"
"\\.psf\Home\Desktop\ot1-colony-picker-master\2020_cropped.jpg", 1,873,1164,1,0,2,47,5,184,182,86.6383,216.638,226.511,4.02771,4.94874,3.63263, "2020-03-25 [18:13:13]: no comment"
"\\.psf\Home\Desktop\ot1-colony-picker-master\2020_cropped.jpg", 1,879,1155,1,0,2,89,6,184,184,92.9213,219.303,229.011,7.09148,9.35774,6.67172, "2020-03-25 [18:13:13]: no comment"
"\\.psf\Home\Desktop\ot1-colony-picker-master\2020_cropped.jpg", 1,405.3,1158.4,1,0,2,92,6,184,228,93.1196,234.174,245.717,6.17276,9.14756,8.66177, "2020-03-25 [18:13:13]: no comment"
"\\.psf\Home\Desktop\ot1-colony-picker-master\2020_cropped.jpg", 1,395,1152.5,1,0,2,85,6,184,231,94.8941,234.847,247.4,5.74781,7.8402,7.34535, "2020-03-25 [18:13:13]: no comment"
"\\.psf\Home\Desktop\ot1-colony-picker-master\2020_cropped.jpg", 1,434,1156.5,1,0,2,78,6,184,223,90.0897,235.038,244.449,5.63594,7.84525,9.77153, "2020-03-25 [18:13:13]: no comment"
"\\.psf\Home\Desktop\ot1-colony-picker-master\2020_cropped.jpg", 1,441.25,1151.25,1,0,2,101,6,184,228,94.1584,236.119,246.03,7.18963,8.69375,6.92604, "2020-03-25 [18:13:13]: no comment"
"\\.psf\Home\Desktop\ot1-colony-picker-master\2020_cropped.jpg", 1,339.5,1165,1,0,3,45,4,176,136,100.533,208.133,199.622,4.16649,12.938,15.4673, "2020-03-25 [18:13:13]: no comment"
"\\.psf\Home\Desktop\ot1-colony-picker-master\2020_cropped.jpg", 1,351.5,1160,1,0,3,224,9,182,224,102.839,241.179,245.344,5.29192,9.87283,9.68407, "2020-03-25 [18:13:13]: no comment"
"\\.psf\Home\Desktop\ot1-colony-picker-master\2020_cropped.jpg", 1,347,1149,1,0,3,86,6,180,149,98.3837,213.581,213.953,4.13706,13.6219,21.1557, "2020-03-25 [18:13:13]: no comment"
"\\.psf\Home\Desktop\ot1-colony-picker-master\2020_cropped.jpg", 1,141,1143.5,1,0,2,134,8,180,133,80.8657,200.336,198.955,4.80061,7.93783,5.11017, "2020-03-25 [18:13:13]: no comment"
"\\.psf\Home\Desktop\ot1-colony-picker-master\2020_cropped.jpg", 1,127.5,1131.5,1,0,2,85,6,176,139,84.9059,205.259,199.282,5.18013,6.86947,4.61244, "2020-03-25 [18:13:13]: no comment"
"\\.psf\Home\Desktop\ot1-colony-picker-master\2020_cropped.jpg", 1,389.957,1140.38,1,0,2,115,8,184,231,96,236.522,246.878,8.40153,9.17456,5.97498, "2020-03-25 [18:13:13]: no comment"
"\\.psf\Home\Desktop\ot1-colony-picker-master\2020_cropped.jpg", 1,393.5,1130.5,1,0,2,121,6,182,228,95.4628,239.81,245.736,6.63789,8.77186,5.8255, "2020-03-25 [18:13:13]: no comment"
"\\.psf\Home\Desktop\ot1-colony-picker-master\2020_cropped.jpg", 1,852,1126,1,0,2,50,5,146,99,116.3,194.32,149.9,6.1,15.1569,29.9007, "2020-03-25 [18:13:13]: no comment"
"\\.psf\Home\Desktop\ot1-colony-picker-master\2020_cropped.jpg", 1,859,1125,1,0,2,45,5,168,171,103.467,225.244,200.244,5.88808,11.2505,28.5012, "2020-03-25 [18:13:13]: no comment"
"\\.psf\Home\Desktop\ot1-colony-picker-master\2020_cropped.jpg", 1,685.521,1131.95,1,0,3,121,7,184,239,100.76,241.521,249.752,7.25363,10.4371,6.69657, "2020-03-25 [18:13:13]: no comment"
"\\.psf\Home\Desktop\ot1-colony-picker-master\2020_cropped.jpg", 1,698.784,1122.8,1,0,3,65,6,186,239,99.6769,237.354,249.738,5.01577,8.12186,6.41302, "2020-03-25 [18:13:13]: no comment"
"\\.psf\Home\Desktop\ot1-colony-picker-master\2020_cropped.jpg", 1,690.5,1122.5,1,0,3,84,6,180,225,94.131,244.929,245.095,7.98771,7.32039,7.70575, "2020-03-25 [18:13:13]: no comment"
"\\.psf\Home\Desktop\ot1-colony-picker-master\2020_cropped.jpg", 0,492,1125,1,0,2,189,8,184,127,117.587,201.571,208.878,8.22203,29.7574,40.4401, "2020-03-25 [18:13:13]: no comment"
"\\.psf\Home\Desktop\ot1-colony-picker-master\2020_cropped.jpg", 1,358.382,1133.47,1,0,3,77,6,184,160,96.7662,210.273,218.883,3.36806,9.20142,21.6045, "2020-03-25 [18:13:13]: no comment"
"\\.psf\Home\Desktop\ot1-colony-picker-master\2020_cropped.jpg", 1,350,1133.5,1,0,3,55,5,170,88,93.3273,176.073,163.473,5.05442,15.4283,20.0786, "2020-03-25 [18:13:13]: no comment"
"\\.psf\Home\Desktop\ot1-colony-picker-master\2020_cropped.jpg", 0,365.25,1123.25,1,0,3,181,8,178,136,98.0221,206.707,202.033,7.67224,22.5429,37.7566, "2020-03-25 [18:13:13]: no comment"
"\\.psf\Home\Desktop\ot1-colony-picker-master\2020_cropped.jpg", 0,610.25,1114.75,1,0,2,107,7,158,108,113.636,197.607,167.589,8.12688,27.4221,55.2104, "2020-03-25 [18:13:13]: no comment"
"\\.psf\Home\Desktop\ot1-colony-picker-master\2020_cropped.jpg", 0,618.25,1110.25,1,0,2,86,5,162,136,112.942,211.953,183.488,7.67929,21.3384,51.66, "2020-03-25 [18:13:13]: no comment"
"\\.psf\Home\Desktop\ot1-colony-picker-master\2020_cropped.jpg", 0,461,1100,1,0,4,155,8,140,52,107.058,156.8,123.626,6.84999,33.3596,51.0049, "2020-03-25 [18:13:13]: no comment"
"\\.psf\Home\Desktop\ot1-colony-picker-master\2020_cropped.jpg", 1,667,1098.5,1,0,3,124,7,174,170,109.089,225.927,214.669,5.62638,14.2051,30.4212, "2020-03-25 [18:13:13]: no comment"
"\\.psf\Home\Desktop\ot1-colony-picker-master\2020_cropped.jpg", 0,655.987,1097.58,1,0,3,86,6,166,166,116.593,226.163,198.523,5.31972,19.6004,38.4062, "2020-03-25 [18:13:13]: no comment"
"\\.psf\Home\Desktop\ot1-colony-picker-master\2020_cropped.jpg", 0,649,1097,1,0,3,120,7,148,122,112.942,204.908,157.175,6.15476,33.8634,60.1898, "2020-03-25 [18:13:13]: no comment"
"\\.psf\Home\Desktop\ot1-colony-picker-master\2020_cropped.jpg", 1,401,1112,1,0,3,89,6,182,216,99.236,234.888,242.213,6.15604,5.00123,7.73157, "2020-03-25 [18:13:13]: no comment"
"\\.psf\Home\Desktop\ot1-colony-picker-master\2020_cropped.jpg", 1,421.85,1101.95,1,0,3,76,5,182,183,101.592,223.645,230.395,4.3996,10.1417,17.7529, "2020-03-25 [18:13:13]: no comment"
"\\.psf\Home\Desktop\ot1-colony-picker-master\2020_cropped.jpg", 0,412.2,1098.1,1,0,3,182,8,168,121,106.588,202.17,181.885,7.95278,24.9365,44.8359, "2020-03-25 [18:13:13]: no comment"
"\\.psf\Home\Desktop\ot1-colony-picker-master\2020_cropped.jpg", 0,872.3,1085.9,1,0,2,26,4,156,62,54.4231,89,75.4615,4.24835,2.92154,8.62199, "2020-03-25 [18:13:13]: no comment"
"\\.psf\Home\Desktop\ot1-colony-picker-master\2020_cropped.jpg", 0,172.588,1094.85,1,0,2,92,6,62,108,201.152,202.511,126.033,14.4657,20.1604,30.1221, "2020-03-25 [18:13:13]: no comment"
"\\.psf\Home\Desktop\ot1-colony-picker-master\2020_cropped.jpg", 0,167.577,1082.62,1,0,2,134,7,42,150,218.515,188.44,115.634,15.4634,18.9529,9.35191, "2020-03-25 [18:13:13]: no comment"
"\\.psf\Home\Desktop\ot1-colony-picker-master\2020_cropped.jpg", 0,164.25,1054.75,1,0,2,128,7,44,224,247.273,214.531,130.867,13.5048,16.1868,16.0137, "2020-03-25 [18:13:13]: no comment"
"\\.psf\Home\Desktop\ot1-colony-picker-master\2020_cropped.jpg", 0,154,1052,1,0,2,58,6,50,180,235.586,221.828,144.741,17.1673,10.8123,12.6849, "2020-03-25 [18:13:13]: no comment"
"\\.psf\Home\Desktop\ot1-colony-picker-master\2020_cropped.jpg", 0,928.853,1056.59,1,0,2,173,8,38,213,243.017,197.434,120.908,12.4212,12.8805,13.2098, "2020-03-25 [18:13:13]: no comment"
"\\.psf\Home\Desktop\ot1-colony-picker-master\2020_cropped.jpg", 0,921.5,1044.5,1,0,2,71,5,52,118,222.972,215.859,167.986,16.3467,16.6918,13.889, "2020-03-25 [18:13:13]: no comment"
